transaction_id,investor_id,investor_name,state,kyc_status,scheme_code,scheme_name,transaction_type,transaction_date,amount,units
TX0000453,INV00124,Investor_124,Uttar Pradesh,KYC_PENDING,120503,ICICI Bluechip Direct,Lumpsum,2023-07-25,418651.36,2182.7142
TX0000454,INV00125,Investor_125,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,Redemption,2023-05-07,34218.13,236.623
TX0000455,INV00125,Investor_125,Tamil Nadu,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2023-12-25,172780.25,943.7056
TX0000456,INV00125,Investor_125,Tamil Nadu,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-01-29,193896.27,986.7908
TX0000457,INV00125,Investor_125,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-07-31,135272.71,759.8294
TX0000458,INV00126,Investor_126,Maharashtra,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-01-09,1000.0,7.6601
TX0000459,INV00126,Investor_126,Maharashtra,KYC_VERIFIED,125497,HDFC Top 100 Direct,lumpsum,2024-03-09,447846.0,3676.2656
TX0000460,INV00127,Investor_127,Gujarat,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2023-04-15,4666.44,25.3697
TX0000461,INV00127,Investor_127,Gujarat,KYC_VERIFIED,120841,Kotak Bluechip Direct,Purchase,2023-10-17,149939.49,754.0859
TX0000462,INV00127,Investor_127,Gujarat,KYC_VERIFIED,125497,HDFC Top 100 Direct,LUMPSUM,2023-10-11,131312.31,1011.0349
TX0000463,INV00127,Investor_127,Gujarat,KYC_VERIFIED,120503,ICICI Bluechip Direct,redemption,2023-09-04,45034.51,281.4598
TX0000464,INV00127,Investor_127,Gujarat,KYC_VERIFIED,125497,HDFC Top 100 Direct,LUMPSUM,2023-05-24,360920.32,2865.7519
TX0000465,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,119551,SBI Bluechip Direct,Purchase,2023-07-14,172240.36,1051.3272
TX0000466,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,119092,Axis Bluechip Direct,LUMPSUM,2024-06-03,150797.22,967.7357
TX0000467,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,118632,Nippon India Large Cap Direct,SIP,2024-04-27,1000.0,6.4142
TX0000468,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,120503,ICICI Bluechip Direct,LUMPSUM,2023-04-02,111904.5,787.7977
TX0000469,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2023-09-24,293199.78,2782.6345
TX0000470,INV00128,Investor_128,Rajasthan,KYC_VERIFIED,125497,HDFC Top 100 Direct,Purchase,2023-03-14,236637.62,1407.9725
TX0000471,INV00129,Investor_129,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2023-07-25,2000.0,10.4898
TX0000472,INV00130,Investor_130,West Bengal,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2024-05-14,2000.0,12.2362
TX0000473,INV00130,Investor_130,West Bengal,KYC_VERIFIED,119551,SBI Bluechip Direct,REDEMPTION,2023-10-08,10864.43,93.7854
TX0000474,INV00130,Investor_130,West Bengal,KYC_VERIFIED,119551,SBI Bluechip Direct,Sip,2024-03-20,5000.0,36.145
TX0000475,INV00130,Investor_130,West Bengal,KYC_VERIFIED,119551,SBI Bluechip Direct,redemption,2023-07-24,36667.62,208.7126
TX0000476,INV00130,Investor_130,West Bengal,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2023-01-19,338697.32,1999.9549
TX0000477,INV00130,Investor_130,West Bengal,KYC_VERIFIED,118632,Nippon India Large Cap Direct,lumpsum,2023-05-13,52251.4,490.4913
TX0000478,INV00131,Investor_131,Maharashtra,KYC_VERIFIED,119092,Axis Bluechip Direct,redemption,2024-06-20,17222.84,128.2671
TX0000479,INV00131,Investor_131,Maharashtra,KYC_VERIFIED,119092,Axis Bluechip Direct,LUMPSUM,2023-07-12,83276.87,817.1411
TX0000480,INV00131,Investor_131,Maharashtra,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2023-08-05,500.0,3.6587
TX0000481,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2023-02-19,29899.24,162.8392
TX0000482,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,119551,SBI Bluechip Direct,SIP,2024-03-02,5000.0,33.9122
TX0000483,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-01-10,151257.11,1191.0223
TX0000484,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,120841,Kotak Bluechip Direct,Sip,2024-03-04,500.0,3.898
TX0000485,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,119551,SBI Bluechip Direct,REDEMPTION,2023-07-23,30645.59,155.3154
TX0000486,INV00132,Investor_132,Maharashtra,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Redemption,2023-10-30,8438.49,49.985
TX0000487,INV00133,Investor_133,West Bengal,KYC_VERIFIED,119551,SBI Bluechip Direct,SIP,2023-04-24,10000.0,91.7362
TX0000488,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-08-25,228918.87,2180.0132
TX0000489,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,sip,2023-10-25,2000.0,11.5039
TX0000490,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,119551,SBI Bluechip Direct,sip,2023-01-10,1000.0,7.3663
TX0000491,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2023-10-02,439359.29,3714.3516
TX0000492,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,119092,Axis Bluechip Direct,Redemption,2024-04-12,13955.74,77.5362
TX0000493,INV00134,Investor_134,Uttar Pradesh,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-04-26,1000.0,5.1481
TX0000494,INV00135,Investor_135,Delhi,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2024-03-24,91449.02,888.8761
TX0000495,INV00135,Investor_135,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2024-05-09,5000.0,47.8024
TX0000496,INV00135,Investor_135,Delhi,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2023-01-13,352579.52,2236.2588
TX0000497,INV00135,Investor_135,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2023-12-13,260030.74,1814.7826
TX0000498,INV00135,Investor_135,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,Lumpsum,2024-05-08,173528.99,943.5882
TX0000499,INV00136,Investor_136,Uttar Pradesh,KYC_PENDING,119551,SBI Bluechip Direct,sip,2023-06-10,10000.0,53.4927
TX0000500,INV00136,Investor_136,Uttar Pradesh,KYC_PENDING,119551,SBI Bluechip Direct,REDEMPTION,2023-11-25,12424.14,101.6118
TX0000501,INV00136,Investor_136,Uttar Pradesh,KYC_PENDING,125497,HDFC Top 100 Direct,Redemption,2024-02-17,40946.61,260.3032
TX0000502,INV00136,Investor_136,Uttar Pradesh,KYC_PENDING,119551,SBI Bluechip Direct,REDEMPTION,2024-04-02,16145.05,158.6318
TX0000503,INV00136,Investor_136,Uttar Pradesh,KYC_PENDING,119092,Axis Bluechip Direct,Redemption,2023-02-06,-28077.99,0.0
TX0000504,INV00137,Investor_137,Kerala,KYC_REJECTED,118632,Nippon India Large Cap Direct,redemption,2023-07-31,32902.5,180.257
TX0000505,INV00137,Investor_137,Kerala,KYC_REJECTED,120503,ICICI Bluechip Direct,REDEMPTION,2023-12-06,28227.47,170.3357
TX0000506,INV00137,Investor_137,Kerala,KYC_REJECTED,125497,HDFC Top 100 Direct,REDEMPTION,27-04-2023,5323.13,39.2811
TX0000507,INV00137,Investor_137,Kerala,KYC_REJECTED,125497,HDFC Top 100 Direct,lumpsum,2024-06-18,187571.29,1256.8246
TX0000508,INV00137,Investor_137,Kerala,KYC_REJECTED,125497,HDFC Top 100 Direct,Redemption,2023-04-20,13087.32,70.6585
TX0000509,INV00137,Investor_137,Kerala,KYC_REJECTED,120503,ICICI Bluechip Direct,REDEMPTION,2023-07-15,35981.0,186.7565
TX0000510,INV00138,Investor_138,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2024-05-31,68183.37,650.25
TX0000511,INV00138,Investor_138,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,Purchase,2024-05-09,462261.07,2732.3338
TX0000512,INV00138,Investor_138,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2023-04-17,5000.0,37.826
TX0000513,INV00138,Investor_138,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,Redemption,2023-09-12,14043.0,96.6586
TX0000514,INV00139,Investor_139,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,redemption,2023-11-03,42232.18,243.1583
TX0000515,INV00139,Investor_139,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2023-07-25,105646.64,549.9016
TX0000516,INV00139,Investor_139,Delhi,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2024-05-30,10000.0,89.6535
TX0000517,INV00139,Investor_139,Delhi,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2024-05-06,29348.91,175.2965
TX0000518,INV00139,Investor_139,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,lumpsum,2024-03-08,404344.08,3530.382
TX0000519,INV00140,Investor_140,Maharashtra,KYC_VERIFIED,118632,Nippon India Large Cap Direct,lumpsum,2023-05-30,419851.53,2394.2346
TX0000520,INV00140,Investor_140,Maharashtra,KYC_VERIFIED,119551,SBI Bluechip Direct,LUMPSUM,2024-04-08,52137.52,279.5815
TX0000521,INV00141,Investor_141,Uttar Pradesh,KYC_VERIFIED,125497,HDFC Top 100 Direct,lumpsum,2023-02-18,463315.92,2344.9266
TX0000522,INV00141,Investor_141,Uttar Pradesh,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2023-02-25,1141.78,6.4112
TX0000523,INV00141,Investor_141,Uttar Pradesh,KYC_VERIFIED,119092,Axis Bluechip Direct,Lumpsum,2024-01-12,377798.74,2127.0694
TX0000524,INV00141,Investor_141,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,lumpsum,2024-04-04,89535.52,762.7866
TX0000525,INV00141,Investor_141,Uttar Pradesh,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2024-01-22,500.0,4.4245
TX0000526,INV00142,Investor_142,Kerala,KYC_PENDING,118632,Nippon India Large Cap Direct,REDEMPTION,2023-06-08,2477.06,13.9658
TX0000527,INV00143,Investor_143,Kerala,KYC_PENDING,119092,Axis Bluechip Direct,Purchase,2024-01-02,37367.52,190.9441
TX0000528,INV00143,Investor_143,Kerala,KYC_PENDING,120841,Kotak Bluechip Direct,SIP,2024-06-01,1000.0,9.158
TX0000529,INV00143,Investor_143,Kerala,KYC_PENDING,120503,ICICI Bluechip Direct,Lumpsum,2023-12-06,166202.2,1027.0296
TX0000530,INV00144,Investor_144,West Bengal,KYC_REJECTED,119551,SBI Bluechip Direct,SIP,2023-12-21,5000.0,26.0606
TX0000531,INV00144,Investor_144,West Bengal,KYC_REJECTED,120503,ICICI Bluechip Direct,sip,2023-11-25,5000.0,36.0783
TX0000532,INV00144,Investor_144,West Bengal,KYC_REJECTED,120841,Kotak Bluechip Direct,lumpsum,2023-01-26,455756.63,2528.0253
TX0000533,INV00144,Investor_144,West Bengal,KYC_REJECTED,119092,Axis Bluechip Direct,REDEMPTION,2023-02-14,15173.48,140.1907
TX0000534,INV00144,Investor_144,West Bengal,KYC_REJECTED,119551,SBI Bluechip Direct,Sip,2024-06-30,500.0,3.0684
TX0000535,INV00144,Investor_144,West Bengal,KYC_REJECTED,120503,ICICI Bluechip Direct,Redemption,2023-04-17,10676.19,61.309
TX0000536,INV00145,Investor_145,Rajasthan,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-01-25,5000.0,46.5876
TX0000537,INV00146,Investor_146,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,Purchase,2023-08-22,455582.3,3243.8531
TX0000538,INV00146,Investor_146,Delhi,KYC_VERIFIED,118632,Nippon India Large Cap Direct,sip,2024-02-03,500.0,3.0896
TX0000539,INV00146,Investor_146,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,Purchase,2023-02-16,350740.13,3170.8603
TX0000540,INV00146,Investor_146,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,lumpsum,2023-03-30,141477.2,776.4418
TX0000541,INV00146,Investor_146,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,REDEMPTION,2023-06-10,26906.65,149.6906
TX0000542,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,lumpsum,2024-01-18,-478738.43,0.0
TX0000543,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2023-02-12,500.0,3.231
TX0000544,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-08-04,374400.0,2650.3296
TX0000545,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,125497,HDFC Top 100 Direct,redemption,2023-05-26,8467.24,70.8955
TX0000546,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,2023-02-25,425842.47,2914.2039
TX0000547,INV00147,Investor_147,Uttar Pradesh,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-10-25,500.0,3.1634
TX0000548,INV00148,Investor_148,Telangana,KYC_VERIFIED,125497,HDFC Top 100 Direct,Lumpsum,2023-04-13,143283.43,964.3123
TX0000549,INV00148,Investor_148,Telangana,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Purchase,2023-11-10,347035.61,1919.7635
TX0000550,INV00148,Investor_148,Telangana,KYC_VERIFIED,119092,Axis Bluechip Direct,Sip,2023-01-05,2000.0,11.4955
TX0000551,INV00148,Investor_148,Telangana,KYC_VERIFIED,119092,Axis Bluechip Direct,lumpsum,2024-01-04,68018.61,464.9738
TX0000552,INV00148,Investor_148,Telangana,KYC_VERIFIED,118632,Nippon India Large Cap Direct,lumpsum,2024-05-13,276284.24,1500.083
TX0000553,INV00148,Investor_148,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,redemption,2023-07-21,13530.12,125.8148
TX0000554,INV00149,Investor_149,Maharashtra,KYC_PENDING,119551,SBI Bluechip Direct,Purchase,2024-02-19,384830.93,3052.7205
TX0000555,INV00149,Investor_149,Maharashtra,KYC_PENDING,120841,Kotak Bluechip Direct,REDEMPTION,2023-06-02,18608.02,107.3606
TX0000556,INV00149,Investor_149,Maharashtra,KYC_PENDING,118632,Nippon India Large Cap Direct,Sip,2024-04-20,10000.0,66.5705
TX0000557,INV00149,Investor_149,Maharashtra,KYC_PENDING,125497,HDFC Top 100 Direct,Lumpsum,2023-06-19,378845.83,2418.6425
TX0000558,INV00149,Investor_149,Maharashtra,KYC_PENDING,120841,Kotak Bluechip Direct,Sip,2024-05-10,2000.0,16.2371
TX0000559,INV00149,Investor_149,Maharashtra,KYC_PENDING,118632,Nippon India Large Cap Direct,LUMPSUM,2023-08-28,22361.41,164.271
TX0000560,INV00150,Investor_150,West Bengal,KYC_PENDING,119551,SBI Bluechip Direct,LUMPSUM,2023-04-16,352164.39,1919.2856
TX0000561,INV00151,Investor_151,Gujarat,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2024-01-23,18582.19,122.5202
TX0000562,INV00151,Investor_151,Gujarat,KYC_VERIFIED,119092,Axis Bluechip Direct,Lumpsum,2024-06-12,203515.26,1135.2713
TX0000563,INV00151,Investor_151,Gujarat,KYC_VERIFIED,120841,Kotak Bluechip Direct,sip,2024-05-28,1000.0,6.6027
TX0000564,INV00151,Investor_151,Gujarat,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Lumpsum,2023-06-03,94265.93,842.9168
TX0000565,INV00151,Investor_151,Gujarat,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2023-12-05,36152.66,298.6086
TX0000566,INV00152,Investor_152,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2023-02-14,64814.67,428.4863
TX0000567,INV00152,Investor_152,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,Sip,2023-02-27,1000.0,5.1066
TX0000568,INV00152,Investor_152,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,Purchase,2023-01-20,439375.98,2256.3878
TX0000569,INV00152,Investor_152,Delhi,KYC_VERIFIED,120503,ICICI Bluechip Direct,REDEMPTION,2024-04-27,43431.47,271.3045
TX0000570,INV00153,Investor_153,Kerala,KYC_PENDING,120841,Kotak Bluechip Direct,redemption,2023-09-28,8802.22,55.1333
TX0000571,INV00153,Investor_153,Kerala,KYC_PENDING,119551,SBI Bluechip Direct,Lumpsum,2024-01-23,193345.48,1039.7201
TX0000572,INV00154,Investor_154,Uttar Pradesh,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-07-01,5000.0,26.6276
TX0000573,INV00154,Investor_154,Uttar Pradesh,KYC_VERIFIED,120841,Kotak Bluechip Direct,redemption,2023-05-01,5112.9,33.216
TX0000574,INV00155,Investor_155,Maharashtra,KYC_PENDING,125497,HDFC Top 100 Direct,Redemption,2024-06-18,21323.86,149.2268
TX0000575,INV00155,Investor_155,Maharashtra,KYC_PENDING,119092,Axis Bluechip Direct,Redemption,2023-12-25,29657.88,174.7966
TX0000576,INV00155,Investor_155,Maharashtra,KYC_PENDING,119551,SBI Bluechip Direct,Redemption,2023-05-18,13098.64,120.8565
TX0000577,INV00155,Investor_155,Maharashtra,KYC_PENDING,120841,Kotak Bluechip Direct,redemption,2024-02-23,-13261.35,0.0
TX0000578,INV00155,Investor_155,Maharashtra,KYC_PENDING,119551,SBI Bluechip Direct,Purchase,2024-06-19,-59796.47,0.0
TX0000579,INV00155,Investor_155,Maharashtra,KYC_PENDING,125497,HDFC Top 100 Direct,LUMPSUM,2024-02-23,181772.63,1449.9672
TX0000580,INV00156,Investor_156,Uttar Pradesh,KYC_VERIFIED,120841,Kotak Bluechip Direct,lumpsum,2024-02-11,377730.98,2547.9878
TX0000581,INV00156,Investor_156,Uttar Pradesh,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2024-05-10,13061.99,76.5877
TX0000582,INV00156,Investor_156,Uttar Pradesh,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-05-02,1000.0,8.6074
TX0000583,INV00157,Investor_157,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,Purchase,23-02-2023,81208.27,744.2867
TX0000584,INV00157,Investor_157,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,REDEMPTION,2024-03-21,4862.96,30.223
TX0000585,INV00157,Investor_157,Tamil Nadu,KYC_VERIFIED,125497,HDFC Top 100 Direct,Redemption,2024-02-15,30891.3,193.3761
TX0000586,INV00158,Investor_158,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2024-06-14,143717.25,948.1195
TX0000587,INV00158,Investor_158,Delhi,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,2023-06-23,337338.17,1707.483
TX0000588,INV00158,Investor_158,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2024-02-14,177210.7,1167.5938
TX0000589,INV00158,Investor_158,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,SIP,2023-04-03,10000.0,52.2191
TX0000590,INV00159,Investor_159,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,19-07-2023,227924.75,1939.7277
TX0000591,INV00159,Investor_159,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-03-16,10000.0,55.4649
TX0000592,INV00159,Investor_159,Telangana,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2023-09-14,34862.5,196.9669
TX0000593,INV00160,Investor_160,Telangana,KYC_REJECTED,125497,HDFC Top 100 Direct,REDEMPTION,2023-01-29,24357.52,136.1778
TX0000594,INV00160,Investor_160,Telangana,KYC_REJECTED,120503,ICICI Bluechip Direct,Lumpsum,2023-11-20,206800.56,1215.8884
TX0000595,INV00160,Investor_160,Telangana,KYC_REJECTED,118632,Nippon India Large Cap Direct,Lumpsum,2023-10-22,47411.71,440.6175
TX0000596,INV00160,Investor_160,Telangana,KYC_REJECTED,120503,ICICI Bluechip Direct,REDEMPTION,2023-11-18,18000.13,92.445
TX0000597,INV00161,Investor_161,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-09-29,104182.54,643.6596
TX0000598,INV00161,Investor_161,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2023-05-03,500.0,3.0982
TX0000599,INV00162,Investor_162,Uttar Pradesh,KYC_REJECTED,118632,Nippon India Large Cap Direct,Purchase,2023-11-19,246677.85,1320.0019
TX0000600,INV00162,Investor_162,Uttar Pradesh,KYC_REJECTED,119092,Axis Bluechip Direct,Sip,2024-06-07,2000.0,17.7266
TX0000601,INV00162,Investor_162,Uttar Pradesh,KYC_REJECTED,120841,Kotak Bluechip Direct,Redemption,2024-05-04,47012.89,252.7031
TX0000602,INV00162,Investor_162,Uttar Pradesh,KYC_REJECTED,120503,ICICI Bluechip Direct,REDEMPTION,2023-05-04,35063.11,346.5351
TX0000603,INV00163,Investor_163,Tamil Nadu,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2023-09-23,94389.07,481.9391
TX0000604,INV00164,Investor_164,Telangana,KYC_VERIFIED,119092,Axis Bluechip Direct,Lumpsum,2024-03-05,350655.6,2740.29
TX0000605,INV00164,Investor_164,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,2023-05-15,489656.95,2845.4937
TX0000606,INV00164,Investor_164,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,redemption,2024-03-18,42887.28,246.6853
TX0000607,INV00164,Investor_164,Telangana,KYC_VERIFIED,119092,Axis Bluechip Direct,sip,2023-06-30,5000.0,27.0359
TX0000608,INV00165,Investor_165,Uttar Pradesh,KYC_VERIFIED,119092,Axis Bluechip Direct,lumpsum,2023-09-14,281507.09,1665.1872
TX0000609,INV00165,Investor_165,Uttar Pradesh,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2023-09-18,238793.17,1789.1732
TX0000610,INV00165,Investor_165,Uttar Pradesh,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2023-09-21,172726.0,1028.3845
TX0000611,INV00166,Investor_166,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,redemption,2023-06-28,48978.97,324.2686
TX0000612,INV00166,Investor_166,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,REDEMPTION,2023-03-22,19363.01,169.1317
TX0000613,INV00166,Investor_166,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,LUMPSUM,2024-03-07,316005.43,2949.6166
TX0000614,INV00166,Investor_166,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,LUMPSUM,2023-08-22,157427.55,980.6218
TX0000615,INV00166,Investor_166,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,lumpsum,2024-03-31,390706.04,2568.8531
TX0000616,INV00167,Investor_167,West Bengal,KYC_VERIFIED,119551,SBI Bluechip Direct,Sip,2023-08-29,2000.0,18.5174
TX0000617,INV00167,Investor_167,West Bengal,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2023-04-16,5229.91,49.6279
TX0000618,INV00168,Investor_168,Rajasthan,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-06-09,43071.32,350.3568
TX0000619,INV00169,Investor_169,Gujarat,KYC_VERIFIED,120503,ICICI Bluechip Direct,redemption,2023-06-24,1914.28,14.4452
TX0000620,INV00169,Investor_169,Gujarat,KYC_VERIFIED,119092,Axis Bluechip Direct,REDEMPTION,2023-10-06,27652.99,179.648
TX0000621,INV00170,Investor_170,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,Purchase,2024-03-21,262206.44,1946.3525
TX0000622,INV00170,Investor_170,Kerala,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2023-04-02,221488.29,1699.0863
TX0000623,INV00170,Investor_170,Kerala,KYC_VERIFIED,119551,SBI Bluechip Direct,redemption,20-05-2023,17522.3,91.1628
TX0000624,INV00170,Investor_170,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,lumpsum,2023-01-10,383168.73,2132.545
TX0000625,INV00170,Investor_170,Kerala,KYC_VERIFIED,120841,Kotak Bluechip Direct,LUMPSUM,2023-07-13,206456.2,1774.7925
TX0000626,INV00170,Investor_170,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,Redemption,2024-01-23,11419.33,75.2951
TX0000627,INV00171,Investor_171,Kerala,KYC_PENDING,118632,Nippon India Large Cap Direct,lumpsum,2024-06-28,404595.52,3421.7952
TX0000628,INV00171,Investor_171,Kerala,KYC_PENDING,118632,Nippon India Large Cap Direct,SIP,2024-04-11,10000.0,67.0243
TX0000629,INV00171,Investor_171,Kerala,KYC_PENDING,118632,Nippon India Large Cap Direct,sip,2023-06-05,500.0,2.5351
TX0000630,INV00171,Investor_171,Kerala,KYC_PENDING,118632,Nippon India Large Cap Direct,lumpsum,2023-05-09,357882.78,3110.1751
TX0000631,INV00171,Investor_171,Kerala,KYC_PENDING,119092,Axis Bluechip Direct,Lumpsum,2023-12-17,210701.27,1536.3987
TX0000632,INV00171,Investor_171,Kerala,KYC_PENDING,125497,HDFC Top 100 Direct,sip,2023-12-05,500.0,4.7347
TX0000633,INV00172,Investor_172,Rajasthan,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-09-14,408808.11,2312.0726
TX0000634,INV00172,Investor_172,Rajasthan,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2024-03-29,12734.53,73.3842
TX0000635,INV00172,Investor_172,Rajasthan,KYC_VERIFIED,119551,SBI Bluechip Direct,redemption,2023-08-02,23904.86,180.6781
TX0000636,INV00172,Investor_172,Rajasthan,KYC_VERIFIED,125497,HDFC Top 100 Direct,sip,2024-06-17,500.0,4.1711
TX0000637,INV00173,Investor_173,Maharashtra,KYC_PENDING,119551,SBI Bluechip Direct,Lumpsum,2024-03-20,162932.23,1455.2073
TX0000638,INV00173,Investor_173,Maharashtra,KYC_PENDING,120503,ICICI Bluechip Direct,sip,2023-02-13,10000.0,62.6483
TX0000639,INV00174,Investor_174,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,REDEMPTION,2023-04-04,34454.26,195.8118
TX0000640,INV00174,Investor_174,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,sip,2023-12-31,1000.0,8.8824
TX0000641,INV00175,Investor_175,Tamil Nadu,KYC_VERIFIED,125497,HDFC Top 100 Direct,LUMPSUM,2024-03-25,366861.23,2127.4728
TX0000642,INV00175,Investor_175,Tamil Nadu,KYC_VERIFIED,118632,Nippon India Large Cap Direct,sip,2024-05-11,5000.0,33.555
TX0000643,INV00175,Investor_175,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,Sip,2023-12-23,2000.0,10.9209
